date_case,Confirmed,Recovered,Deaths
2020-09-30,23,22,0
2020-10-01,23,22,0
2020-10-02,23,22,0
2020-10-03,23,22,0
2020-10-04,23,22,0
2020-10-05,23,22,0
2020-10-06,23,22,0
2020-10-07,23,22,0
2020-10-08,23,22,0
2020-10-09,23,22,0
2020-10-10,23,22,0
2020-10-11,23,22,0
2020-10-12,23,22,0
2020-10-13,23,22,0
2020-10-14,23,22,0
2020-10-15,23,22,0
2020-10-16,23,22,0
2020-10-17,23,22,0
2020-10-18,23,22,0
2020-10-19,23,22,0
2020-10-20,23,22,0
2020-10-21,24,22,0
2020-10-22,24,22,0
2020-10-23,24,22,0
2020-10-24,24,22,0
2020-10-25,24,22,0
2020-10-26,24,22,0
2020-10-27,24,22,0
2020-10-28,24,22,0
2020-10-29,24,22,0
2020-10-30,24,22,0
2020-10-31,24,22,0
2020-11-01,24,22,0
2020-11-02,24,23,0
2020-11-03,24,23,0
2020-11-04,24,23,0
2020-11-05,24,23,0
2020-11-06,24,23,0
2020-11-07,24,23,0
2020-11-08,24,23,0
2020-11-09,24,23,0
2020-11-10,24,23,0
2020-11-11,24,23,0
2020-11-12,24,23,0
2020-11-13,24,23,0
2020-11-14,24,23,0
2020-11-15,24,23,0
2020-11-16,24,23,0
2020-11-17,25,23,0
2020-11-18,25,23,0
2020-11-19,25,23,0
2020-11-20,25,23,0
2020-11-21,25,23,0
2020-11-22,25,23,0
2020-11-23,39,23,0
2020-11-24,39,23,0
2020-11-25,39,23,0
2020-11-26,39,23,0
2020-11-27,39,24,0
2020-11-28,39,24,0
2020-11-29,39,24,0
2020-11-30,39,26,0
2020-12-01,39,26,0
2020-12-02,39,26,0
2020-12-03,39,26,0
2020-12-04,39,26,0
2020-12-05,39,26,0
2020-12-06,39,26,0
2020-12-07,41,26,0
2020-12-08,41,28,0
2020-12-09,41,28,0
2020-12-10,41,33,0
2020-12-11,41,33,0
2020-12-12,41,33,0
2020-12-13,41,33,0
2020-12-14,41,34,0
2020-12-15,41,34,0
2020-12-16,41,36,0
2020-12-17,41,36,0
2020-12-18,41,36,0
2020-12-19,41,36,0
2020-12-20,41,36,0
2020-12-21,41,37,0
2020-12-22,41,37,0
2020-12-23,41,37,0
2020-12-24,41,37,0
2020-12-25,41,37,0
2020-12-26,41,37,0
2020-12-27,41,37,0
2020-12-28,41,40,0
2020-12-29,41,40,0
2020-12-30,41,40,0
2020-12-31,41,40,0
2021-01-01,41,40,0
2021-01-02,41,40,0
2021-01-03,41,40,0
2021-01-04,41,40,0
2021-01-05,41,40,0
2021-01-06,41,40,0
2021-01-07,41,40,0
2021-01-08,41,40,0
2021-01-09,41,40,0
2021-01-10,41,40,0
2021-01-11,41,40,0
2021-01-12,41,40,0
2021-01-13,41,40,0
2021-01-14,41,41,0
2021-01-15,41,41,0
2021-01-16,41,41,0
2021-01-17,41,41,0
2021-01-18,41,41,0
2021-01-19,41,41,0
2021-01-20,41,41,0
2021-01-21,41,41,0
2021-01-22,41,41,0
2021-01-23,41,41,0
2021-01-24,41,41,0
2021-01-25,44,41,0
2021-01-26,44,41,0
2021-01-27,44,41,0
2021-01-28,44,41,0
2021-01-29,44,41,0
2021-01-30,44,41,0
2021-01-31,44,41,0
2021-02-01,44,41,0
2021-02-02,44,41,0
2021-02-03,45,41,0
2021-02-04,45,41,0
2021-02-05,45,41,0
2021-02-06,45,41,0
2021-02-07,45,41,0
2021-02-08,45,41,0
2021-02-09,45,41,0
2021-02-10,45,41,0
2021-02-11,45,41,0
2021-02-12,45,41,0
2021-02-13,45,41,0
2021-02-14,45,41,0
2021-02-15,45,41,0
2021-02-16,45,41,0
2021-02-17,45,41,0
2021-02-18,45,41,0
2021-02-19,45,41,0
2021-02-20,45,41,0
2021-02-21,45,41,0
2021-02-22,45,42,0
2021-02-23,45,42,0
2021-02-24,45,42,0
2021-02-25,45,42,0
2021-02-26,45,42,0
2021-02-27,45,42,0
2021-02-28,45,42,0
2021-03-01,45,42,0
2021-03-02,45,42,0
2021-03-03,45,42,0
2021-03-04,45,42,0
2021-03-05,47,42,0
2021-03-06,47,42,0
2021-03-07,47,42,0
2021-03-08,47,42,0
2021-03-09,47,42,0
2021-03-10,47,42,0
2021-03-11,48,42,0
2021-03-12,48,42,0
2021-03-13,48,42,0
2021-03-14,48,42,0
2021-03-15,48,42,0
2021-03-16,48,42,0
2021-03-17,49,45,0
2021-03-18,49,45,0
2021-03-19,49,45,0
2021-03-20,49,45,0
2021-03-21,49,45,0
2021-03-22,49,45,0
2021-03-23,49,45,0
2021-03-24,49,45,0
2021-03-25,49,45,0
2021-03-26,49,45,0
2021-03-27,49,45,0
2021-03-28,49,45,0
2021-03-29,49,45,0
2021-03-30,49,45,0
2021-03-31,49,45,0
2021-04-01,49,45,0
2021-04-02,49,46,0
2021-04-03,49,46,0
2021-04-04,49,46,0
2021-04-05,49,46,0
2021-04-06,49,47,0
2021-04-07,49,47,0
2021-04-08,49,47,0
2021-04-09,49,47,0
2021-04-10,49,47,0
2021-04-11,51,47,0
2021-04-12,52,49,0
2021-04-13,52,49,0
2021-04-14,53,49,0
2021-04-15,53,49,0
2021-04-16,54,49,0
2021-04-17,58,49,0
2021-04-18,58,49,0
2021-04-19,58,49,0
2021-04-20,60,49,0
2021-04-21,88,49,0
2021-04-22,94,49,0
2021-04-23,159,49,0
2021-04-24,247,49,0
2021-04-25,323,49,0
2021-04-26,436,49,0
2021-04-27,511,49,0
2021-04-28,604,50,0
2021-04-29,672,50,0
2021-04-30,757,51,0
2021-05-01,821,51,0
2021-05-02,933,51,0
2021-05-03,966,60,0
2021-05-04,1026,60,0
2021-05-05,1072,99,0
2021-05-06,1177,101,0
2021-05-07,1205,122,0
2021-05-08,1233,150,0
2020-01-22,0,0,0
2020-01-23,0,0,0
2020-01-24,0,0,0
2020-01-25,0,0,0
2020-01-26,0,0,0
2020-01-27,0,0,0
2020-01-28,0,0,0
2020-01-29,0,0,0
2020-01-30,0,0,0
2020-01-31,0,0,0
2020-02-01,0,0,0
2020-02-02,0,0,0
2020-02-03,0,0,0
2020-02-04,0,0,0
2020-02-05,0,0,0
2020-02-06,0,0,0
2020-02-07,0,0,0
2020-02-08,0,0,0
2020-02-09,0,0,0
2020-02-10,0,0,0
2020-02-11,0,0,0
2020-02-12,0,0,0
2020-02-13,0,0,0
2020-02-14,0,0,0
2020-02-15,0,0,0
2020-02-16,0,0,0
2020-02-17,0,0,0
2020-02-18,0,0,0
2020-02-19,0,0,0
2020-02-20,0,0,0
2020-02-21,0,0,0
2020-02-22,0,0,0
2020-02-23,0,0,0
2020-02-24,0,0,0
2020-02-25,0,0,0
2020-02-26,0,0,0
2020-02-27,0,0,0
2020-02-28,0,0,0
2020-02-29,0,0,0
2020-03-01,0,0,0
2020-03-02,1,0,0
2020-03-03,1,0,0
2020-03-04,1,0,0
2020-03-05,1,0,0
2020-03-06,1,0,0
2020-03-07,1,0,0
2020-03-08,2,0,0
2020-03-09,6,0,0
2020-03-10,8,1,0
2020-03-11,10,1,0
2020-03-12,10,1,0
2020-03-13,17,1,0
2020-03-14,26,1,0
2020-03-15,30,1,0
2020-03-16,34,1,0
2020-03-17,49,1,0
2020-03-18,71,1,0
2020-03-19,86,1,0
2020-03-20,111,1,0
2020-03-21,124,1,0
2020-03-22,139,1,0
2020-03-23,180,1,0
2020-03-24,197,1,0
2020-03-25,221,1,0
2020-03-26,244,1,0
2020-03-27,280,1,0
2020-03-28,305,1,0
2020-03-29,347,1,0
2020-03-30,376,1,0
2020-03-31,398,1,0
2020-04-01,446,1,0
2020-04-02,458,31,0
2020-04-03,493,1,1
2020-04-04,509,1,1
2020-04-05,533,1,1
2020-04-06,542,16,1
2020-04-07,548,16,2
2020-04-08,577,16,2
2020-04-09,589,16,3
2020-04-10,612,16,3
2020-04-11,630,16,3
2020-04-12,651,16,5
2020-04-13,655,16,5
2020-04-14,657,16,5
2020-04-15,666,44,5
2020-04-16,675,57,5
2020-04-17,682,88,5
2020-04-18,712,88,5
2020-04-19,727,88,5
2020-04-20,739,88,5
2020-04-21,748,133,9
2020-04-22,761,133,11
2020-04-23,778,133,11
2020-04-24,784,267,12
2020-04-25,804,267,12
2020-04-26,812,267,12
2020-04-27,818,267,13
2020-04-28,836,267,13
2020-04-29,849,348,15
2020-04-30,858,348,15
2020-05-01,870,348,16
2020-05-02,871,348,16
2020-05-03,879,348,16
2020-05-04,896,348,16
2020-05-05,896,348,17
2020-05-06,900,464,17
2020-05-07,909,464,18
2020-05-08,928,464,18
2020-05-09,930,464,18
2020-05-10,939,464,18
2020-05-11,946,464,18
2020-05-12,950,627,18
2020-05-13,951,627,19
2020-05-14,962,627,19
2020-05-15,970,662,19
2020-05-16,997,662,19
2020-05-17,1008,662,19
2020-05-18,1009,662,19
2020-05-19,1012,694,21
2020-05-20,1016,694,21
2020-05-21,1025,694,22
2020-05-22,1030,712,22
2020-05-23,1046,712,22
2020-05-24,1047,712,22
2020-05-25,1049,712,22
2020-05-26,1053,741,22
2020-05-27,1057,741,23
2020-05-28,1061,741,24
2020-05-29,1064,745,24
2020-05-30,1065,745,24
2020-05-31,1066,745,24
2020-06-01,1066,745,24
2020-06-02,1071,760,24
2020-06-03,1079,760,24
2020-06-04,1082,760,25
2020-06-05,1085,781,25
2020-06-06,1086,781,25
2020-06-07,1088,781,25
2020-06-08,1088,781,26
2020-06-09,1089,794,26
2020-06-10,1092,794,26
2020-06-11,1094,818,26
2020-06-12,1096,818,27
2020-06-13,1097,845,28
2020-06-14,1097,845,28
2020-06-15,1097,845,28
2020-06-16,1098,875,28
2020-06-17,1104,875,30
2020-06-18,1108,903,30
2020-06-19,1110,903,30
2020-06-20,1111,903,30
2020-06-21,1111,903,30
2020-06-22,1111,903,30
2020-06-23,1111,903,30
2020-06-24,1111,903,30
2020-06-25,1111,903,30
2020-06-26,1112,932,30
2020-06-27,1115,932,30
2020-06-28,1116,932,30
2020-06-29,1117,932,30
2020-06-30,1118,974,30
2020-07-01,1121,974,30
2020-07-02,1122,988,30
2020-07-03,1122,997,30
2020-07-04,1123,1000,30
2020-07-05,1124,1000,30
2020-07-06,1127,1000,30
2020-07-07,1134,1008,30
2020-07-08,1141,1008,30
2020-07-09,1154,1019,30
2020-07-10,1165,1019,30
2020-07-11,1173,1019,30
2020-07-12,1173,1019,30
2020-07-13,1174,1019,31
2020-07-14,1174,1022,31
2020-07-15,1178,1022,31
2020-07-16,1179,1022,31
2020-07-17,1185,1022,31
2020-07-18,1189,1022,31
2020-07-19,1192,1022,31
2020-07-20,1192,1022,31
2020-07-21,1193,1045,31
2020-07-22,1197,1045,31
2020-07-23,1203,1045,31
2020-07-24,1205,1045,31
2020-07-25,1206,1045,31
2020-07-26,1219,1045,31
2020-07-27,1219,1045,31
2020-07-28,1220,1052,31
2020-07-29,1224,1052,31
2020-07-30,1228,1052,31
2020-07-31,1231,1052,32
2020-08-01,1238,1052,32
2020-08-02,1243,1052,32
2020-08-03,1246,1052,32
2020-08-04,1249,1070,32
2020-08-05,1257,1070,32
2020-08-06,1275,1070,32
2020-08-07,1281,1070,32
2020-08-08,1288,1070,32
2020-08-09,1290,1070,32
2020-08-10,1290,1070,32
2020-08-11,1293,1078,32
2020-08-12,1303,1078,32
2020-08-13,1307,1078,32
2020-08-14,1308,1078,32
2020-08-15,1315,1078,32
2020-08-16,1322,1078,32
2020-08-17,1323,1078,32
2020-08-18,1323,1093,33
2020-08-19,1326,1093,33
2020-08-20,1327,1093,33
2020-08-21,1330,1093,33
2020-08-22,1333,1093,33
2020-08-23,1337,1093,33
2020-08-24,1337,1093,33
2020-08-25,1342,1135,33
2020-08-26,1360,1135,33
2020-08-27,1366,1163,34
2020-08-28,1375,1163,34
2020-08-29,1381,1163,34
2020-08-30,1393,1163,34
2020-08-31,1396,1163,34
2020-09-01,1404,1173,34
2020-09-02,1406,1173,34
2020-09-03,1410,1187,34
2020-09-04,1416,1187,35
2020-09-05,1425,1187,35
2020-09-06,1428,1187,35
2020-09-07,1429,1187,35
2020-09-08,1432,1187,35
2020-09-09,1443,1234,35
2020-09-10,1448,1248,35
2020-09-11,1459,1248,35
2020-09-12,1464,1248,35
2020-09-13,1474,1248,35
2020-09-14,1477,1248,35
2020-09-15,1482,1248,35
2020-09-16,1486,1248,35
2020-09-17,1494,1248,36
2020-09-18,1498,1248,36
2020-09-19,1515,1248,36
2020-09-20,1525,1248,36
2020-09-21,1526,1248,36
2020-09-22,1560,1248,36
2020-09-23,1572,1248,36
2020-09-24,1594,1248,36
2020-09-25,1625,1282,36
2020-09-26,1654,1304,36
2020-09-27,1676,1304,36
2020-09-28,1697,1304,36
2020-09-29,1729,1307,37
2020-09-30,1824,1307,37
2020-10-01,1868,1307,37
2020-10-02,1945,1307,38
2020-10-03,2019,1307,38
2020-10-04,2086,1307,38
2020-10-05,2126,1307,39
2020-10-06,2194,1322,40
2020-10-07,2261,1322,40
2020-10-08,2370,1322,40
2020-10-09,2507,1322,40
2020-10-10,2596,1322,40
2020-10-11,2670,1322,40
2020-10-12,2765,1325,40
2020-10-13,2840,1325,41
2020-10-14,2942,1325,41
2020-10-15,3056,1329,41
2020-10-16,3204,1329,42
2020-10-17,3392,1329,43
2020-10-18,3450,1329,44
2020-10-19,3494,1341,44
2020-10-20,3609,1341,47
2020-10-21,3797,1341,47
2020-10-22,3958,1357,49
2020-10-23,4208,1357,50
2020-10-24,4467,1357,54
2020-10-25,4678,1357,56
2020-10-26,4757,1357,60
2020-10-27,4893,1382,63
2020-10-28,5144,1382,63
2020-10-29,5395,1406,64
2020-10-30,5679,1406,69
2020-10-31,5894,1406,71
2020-11-01,6136,1406,74
2020-11-02,6268,1406,77
2020-11-03,6439,1444,79
2020-11-04,6752,1444,85
2020-11-05,7119,1444,88
2020-11-06,7476,1444,95
2020-11-07,7880,1444,96
2020-11-08,8095,1466,99
2020-11-09,8187,1466,101
2020-11-10,8395,1471,103
2020-11-11,8848,1471,105
2020-11-12,9381,1515,107
2020-11-13,9836,1515,116
2020-11-14,10231,1515,121
2020-11-15,10547,1515,123
2020-11-16,10636,1515,126
2020-11-17,10914,1557,132
2020-11-18,11356,1557,137
2020-11-19,11722,1557,141
2020-11-20,12102,1557,146
2020-11-21,12744,1557,153
2020-11-22,13120,1635,153
2020-11-23,13236,1635,162
2020-11-24,13693,1651,175
2020-11-25,14273,1686,184
2020-11-26,15171,1719,188
2020-11-27,15808,1719,190
2020-11-28,16561,1719,193
2020-11-29,16975,1719,197
2020-11-30,17075,1795,206
2020-12-01,17687,1806,210
2020-12-02,18377,1823,224
2020-12-03,19307,1848,235
2020-12-04,19993,1849,242
2020-12-05,20787,1866,253
2020-12-06,21313,1866,262
2020-12-07,21520,1866,272
2020-12-08,22104,1866,288
2020-12-09,22816,1866,293
2020-12-10,23706,1866,304
2020-12-11,24386,1866,319
2020-12-12,25046,1866,324
2020-12-13,25675,16778,349
2020-12-14,25885,16869,352
2020-12-15,26472,17477,357
2020-12-16,27495,18153,382
2020-12-17,28535,19072,394
2020-12-18,29427,19072,409
2020-12-19,30297,20534,427
2020-12-20,30940,21051,439
2020-12-21,31335,21248,443
2020-12-22,32339,21816,459
2020-12-23,33484,22523,479
2020-12-24,34754,23402,486
2020-12-25,35420,24067,502
2020-12-26,35819,24722,515
2020-12-27,36330,25326,559
2020-12-28,36838,25533,578
2020-12-29,37676,26115,603
2020-12-30,39043,27113,626
2020-12-31,40904,27113,635
2021-01-01,41615,29018,644
2021-01-02,41929,29870,668
2021-01-03,42497,30501,680
2021-01-04,43118,30892,692
2021-01-05,43942,30892,722
2021-01-06,45171,30892,754
2021-01-07,46545,34268,790
2021-01-08,47782,34268,801
2021-01-09,48952,35304,818
2021-01-10,49568,35771,849
2021-01-11,49899,36260,864
2021-01-12,50777,36260,882
2021-01-13,52032,36260,909
2021-01-14,52982,38417,920
2021-01-15,54066,40971,935
2021-01-16,55097,41261,961
2021-01-17,55664,41817,978
2021-01-18,55908,42426,983
2021-01-19,56720,42426,1012
2021-01-20,57808,42517,1032
2021-01-21,58710,42517,1057
2021-01-22,59586,46981,1076
2021-01-23,60496,48134,1097
2021-01-24,61008,48134,1111
2021-01-25,61231,49035,1114
2021-01-26,61924,49035,1126
2021-01-27,63027,51123,1138
2021-01-28,63992,52062,1148
2021-01-29,64923,53131,1166
2021-01-30,65708,54136,1180
2021-01-31,66241,54686,1195
2021-02-01,66652,54925,1202
2021-02-02,67427,55708,1219
2021-02-03,68658,55708,1250
2021-02-04,69400,55708,1281
2021-02-05,70276,57653,1309
2021-02-06,71320,59399,1327
2021-02-07,71800,59897,1339
2021-02-08,72088,60117,1347
2021-02-09,72869,60798,1363
2021-02-10,73859,61889,1395
2021-02-11,74701,62844,1416
2021-02-12,75509,62844,1431
2021-02-13,76282,64528,1443
2021-02-14,76706,65046,1451
2021-02-15,76984,65450,1468
2021-02-16,77697,65450,1486
2021-02-17,78643,66208,1508
2021-02-18,79351,68119,1521
2021-02-19,80040,68967,1533
2021-02-20,81109,69993,1538
2021-02-21,81519,69993,1542
2021-02-22,81793,70741,1546
2021-02-23,82462,71506,1570
2021-02-24,83445,72462,1587
2021-02-25,84258,73285,1593
2021-02-26,84983,74078,1601
2021-02-27,85810,74839,1614
2021-02-28,86186,75255,1618
2021-03-01,86458,75255,1621
2021-03-02,87103,76211,1638
2021-03-03,88022,77135,1654
2021-03-04,88668,77830,1666
2021-03-05,89414,78507,1680
2021-03-06,90009,78507,1687
2021-03-07,90331,78507,1695
2021-03-08,90525,80247,1699
2021-03-09,90997,80892,1705
2021-03-10,91636,81858,1726
2021-03-11,92274,82665,1737
2021-03-12,92906,83382,1746
2021-03-13,93484,84196,1757
2021-03-14,93781,84568,1767
2021-03-15,93959,84837,1769
2021-03-16,94602,85465,1777
2021-03-17,95420,85465,1789
2021-03-18,95902,85465,1801
2021-03-19,96524,87734,1811
2021-03-20,97149,88322,1821
2021-03-21,97409,88322,1826
2021-03-22,97586,88322,1828
2021-03-23,98094,88322,1840
2021-03-24,98870,89910,1851
2021-03-25,99476,90537,1864
2021-03-26,100114,90537,1867
2021-03-27,100716,91727,1872
2021-03-28,101040,92014,1878
2021-03-29,101207,92190,1883
2021-03-30,101733,92825,1893
2021-03-31,102363,93631,1899
2021-04-01,103001,93631,1913
2021-04-02,103588,94101,1922
2021-04-03,103867,94101,1923
2021-04-04,104105,94101,1931
2021-04-05,104224,95561,1934
2021-04-06,104533,95758,1937
2021-04-07,105176,96254,1946
2021-04-08,105916,97019,1963
2021-04-09,106574,97612,1981
2021-04-10,107240,98247,1986
2021-04-11,107608,99162,1986
2021-04-12,107818,99324,1990
2021-04-13,108355,99840,2002
2021-04-14,109088,99840,2019
2021-04-15,109731,101088,2030
2021-04-16,110343,101088,2042
2021-04-17,110997,101944,2048
2021-04-18,111334,101944,2053
2021-04-19,111536,102174,2056
2021-04-20,112224,102290,2071
2021-04-21,112983,102596,2079
2021-04-22,113561,103230,2088
2021-04-23,114244,103953,2094
2021-04-24,114955,103953,2101
2021-04-25,115316,105254,2102
2021-04-26,115536,105622,2106
2021-04-27,116132,105828,2110
2021-04-28,117099,106353,2118
2021-04-29,117795,107069,2125
2021-04-30,118558,107701,2131
2021-05-01,119370,108949,2139
2021-05-02,119750,108949,2144
2021-05-03,119953,109281,2154
2021-05-04,120378,110153,2159
2021-05-05,120736,110153,2166
2021-05-06,121509,110904,2178
2021-05-07,122545,111473,2197
2021-05-08,123331,112150,2208
2020-01-22,0,0,0
2020-01-23,0,0,0
2020-01-24,0,0,0
2020-01-25,0,0,0
2020-01-26,0,0,0
2020-01-27,0,0,0
2020-01-28,0,0,0
2020-01-29,0,0,0
2020-01-30,0,0,0
2020-01-31,0,0,0
2020-02-01,0,0,0
2020-02-02,0,0,0
2020-02-03,0,0,0
2020-02-04,0,0,0
2020-02-05,0,0,0
2020-02-06,0,0,0
2020-02-07,0,0,0
2020-02-08,0,0,0
2020-02-09,0,0,0
2020-02-10,0,0,0
2020-02-11,0,0,0
2020-02-12,0,0,0
2020-02-13,0,0,0
2020-02-14,0,0,0
2020-02-15,0,0,0
2020-02-16,0,0,0
2020-02-17,0,0,0
2020-02-18,0,0,0
2020-02-19,0,0,0
2020-02-20,0,0,0
2020-02-21,1,0,0
2020-02-22,1,0,0
2020-02-23,1,0,0
2020-02-24,1,0,0
2020-02-25,1,0,0
2020-02-26,2,0,0
2020-02-27,2,0,0
2020-02-28,2,0,0
2020-02-29,4,0,0
2020-03-01,10,0,0
2020-03-02,13,0,0
2020-03-03,13,0,0
2020-03-04,13,1,0
2020-03-05,16,1,0
2020-03-06,22,1,0
2020-03-07,22,1,0
2020-03-08,32,1,0
2020-03-09,32,1,0
2020-03-10,41,1,1
2020-03-11,61,1,3
2020-03-12,61,1,3
2020-03-13,77,1,3
2020-03-14,93,1,3
2020-03-15,110,1,3
2020-03-16,110,1,3
2020-03-17,120,3,3
2020-03-18,133,3,3
2020-03-19,157,4,4
2020-03-20,163,4,4
2020-03-21,187,4,4
2020-03-22,248,8,4
2020-03-23,267,8,4
2020-03-24,318,8,4
2020-03-25,333,20,6
2020-03-26,368,23,6
2020-03-27,391,27,8
2020-03-28,412,30,8
2020-03-29,438,30,10
2020-03-30,446,35,11
2020-03-31,470,37,12
2020-04-01,479,43,14
2020-04-02,494,46,16
2020-04-03,508,50,17
2020-04-04,520,54,17
2020-04-05,527,54,18
2020-04-06,541,60,19
2020-04-07,548,62,19
2020-04-08,576,62,19
2020-04-09,582,67,19
2020-04-10,609,76,20
2020-04-11,619,77,20
2020-04-12,630,80,20
2020-04-13,632,80,20
2020-04-14,641,80,21
2020-04-15,658,85,21
2020-04-16,663,86,21
2020-04-17,668,86,21
2020-04-18,672,99,21
2020-04-19,673,102,21
2020-04-20,677,103,21
2020-04-21,677,108,21
2020-04-22,682,113,22
2020-04-23,688,140,22
2020-04-24,696,140,22
2020-04-25,704,143,24
2020-04-26,707,145,24
2020-04-27,710,145,24
2020-04-28,717,145,24
2020-04-29,721,150,24
2020-04-30,725,150,24
2020-05-01,729,192,24
2020-05-02,733,197,25
2020-05-03,737,200,25
2020-05-04,740,200,25
2020-05-05,741,206,25
2020-05-06,750,206,25
2020-05-07,784,220,25
2020-05-08,796,223,26
2020-05-09,809,234,26
2020-05-10,845,234,26
2020-05-11,859,234,26
2020-05-12,870,234,26
2020-05-13,878,236,26
2020-05-14,886,236,26
2020-05-15,891,246,26
2020-05-16,902,247,26
2020-05-17,911,247,26
2020-05-18,931,251,26
2020-05-19,954,251,26
2020-05-20,961,251,26
2020-05-21,1024,663,26
2020-05-22,1086,663,26
2020-05-23,1097,667,26
2020-05-24,1114,688,26
2020-05-25,1119,688,26
2020-05-26,1140,689,26
2020-05-27,1161,692,26
2020-05-28,1168,699,26
2020-05-29,1172,705,26
2020-05-30,1191,708,26
2020-05-31,1220,712,27
2020-06-01,1233,715,27
2020-06-02,1242,719,27
2020-06-03,1256,724,27
2020-06-04,1306,731,28
2020-06-05,1312,768,28
2020-06-06,1320,768,29
2020-06-07,1331,768,30
2020-06-08,1350,779,30
2020-06-09,1368,795,30
2020-06-10,1388,832,30
2020-06-11,1402,845,31
2020-06-12,1422,853,31
2020-06-13,1442,868,32
2020-06-14,1446,868,32
2020-06-15,1464,875,32
2020-06-16,1473,889,32
2020-06-17,1489,907,32
2020-06-18,1495,944,32
2020-06-19,1510,960,32
2020-06-20,1536,1006,32
2020-06-21,1587,1068,32
2020-06-22,1603,1077,32
2020-06-23,1622,1098,32
2020-06-24,1644,1103,33
2020-06-25,1662,1144,33
2020-06-26,1697,1144,33
2020-06-27,1719,1153,33
2020-06-28,1740,1153,34
2020-06-29,1745,1170,34
2020-06-30,1778,1183,34
2020-07-01,1788,1223,34
2020-07-02,1796,1242,35
2020-07-03,1830,1292,35
2020-07-04,1855,1304,35
2020-07-05,1873,1311,36
2020-07-06,1885,1311,36
2020-07-07,1907,1348,36
2020-07-08,1946,1368,36
2020-07-09,2011,1368,36
2020-07-10,2082,1402,36
2020-07-11,2168,1402,36
2020-07-12,2334,1420,36
2020-07-13,2419,1423,36
2020-07-14,2451,1452,37
2020-07-15,2542,1455,38
2020-07-16,2599,1485,40
2020-07-17,2700,1485,40
2020-07-18,2775,1485,40
2020-07-19,2859,1515,40
2020-07-20,2905,1562,41
2020-07-21,2980,1577,41
2020-07-22,3104,1607,43
2020-07-23,3260,1619,43
2020-07-24,3407,1666,46
2020-07-25,3582,1671,47
2020-07-26,3750,1692,51
2020-07-27,3882,1709,51
2020-07-28,4023,1710,54
2020-07-29,4205,1753,55
2020-07-30,4334,1753,57
2020-07-31,4555,1761,61
2020-08-01,4730,1761,61
2020-08-02,4885,1795,62
2020-08-03,5062,1837,65
2020-08-04,5062,1837,65
2020-08-05,5417,1880,68
2020-08-06,5672,1974,70
2020-08-07,5951,2042,70
2020-08-08,6223,2043,78
2020-08-09,6517,2127,78
2020-08-10,6812,2290,80
2020-08-11,7121,2377,87
2020-08-12,7413,2407,89
2020-08-13,7711,2496,92
2020-08-14,8045,2551,94
2020-08-15,8442,2650,97
2020-08-16,8881,2724,103
2020-08-17,9337,2809,105
2020-08-18,9758,2852,107
2020-08-19,10347,2928,109
2020-08-20,10952,3040,113
2020-08-21,11580,3204,116
2020-08-22,12191,3346,121
2020-08-23,12698,3625,123
2020-08-24,13155,3704,126
2020-08-25,13687,3723,138
2020-08-26,14248,3955,139
2020-08-27,14937,4133,146
2020-08-28,15613,4260,148
2020-08-29,16275,4484,155
2020-08-30,16870,4693,160
2020-08-31,17308,4811,167
2020-09-01,17777,4988,171
2020-09-02,18375,5195,177
2020-09-03,18963,5338,179
2020-09-04,19490,5592,183
2020-09-05,20011,5868,187
2020-09-06,20426,6139,191
2020-09-07,20826,6430,200
2020-09-08,21324,6722,207
2020-09-09,21877,7024,212
2020-09-10,22437,7312,219
2020-09-11,22983,7312,229
2020-09-12,23669,7936,239
2020-09-13,24310,8334,241
2020-09-14,25401,8765,246
2020-09-15,25449,9216,252
2020-09-16,26083,9634,259
2020-09-17,26768,10217,263
2020-09-18,27518,10739,281
2020-09-19,28297,11440,286
2020-09-20,29303,12047,297
2020-09-21,29987,12507,307
2020-09-22,30852,12878,315
2020-09-23,31792,13527,328
2020-09-24,32819,14112,329
2020-09-25,33962,14778,333
2020-09-26,35242,15434,340
2020-09-27,36254,16089,347
2020-09-28,37272,16676,351
2020-09-29,38377,17110,361
2020-09-30,39634,17565,367
2020-10-01,40882,18103,374
2020-10-02,42173,18739,386
2020-10-03,43494,19259,398
2020-10-04,44482,19782,406
2020-10-05,45657,20243,414
2020-10-06,46918,20490,424
2020-10-07,48377,21120,433
2020-10-08,49744,21760,439
2020-10-09,51170,22407,450
2020-10-10,52558,22719,455
2020-10-11,53568,23501,459
2020-10-12,54624,23941,466
2020-10-13,55869,24581,479
2020-10-14,57246,25164,499
2020-10-15,58745,25994,501
2020-10-16,60113,26468,509
2020-10-17,61284,27197,517
2020-10-18,62286,28062,520
2020-10-19,62944,28855,526
2020-10-20,64336,29498,531
2020-10-21,65577,30470,536
2020-10-22,67027,31409,552
2020-10-23,68479,32412,559
2020-10-24,69906,33438,562
2020-10-25,71390,34803,565
2020-10-26,72186,35545,579
2020-10-27,73995,36797,590
2020-10-28,75845,37787,602
2020-10-29,77778,39123,610
2020-10-30,79529,40352,625
2020-10-31,81228,41624,637
2020-11-01,82617,42904,643
2020-11-02,83697,43885,652
2020-11-03,85209,43885,667
2020-11-04,87097,45032,676
2020-11-05,89186,45820,683
2020-11-06,91328,45820,700
2020-11-07,93097,46602,713
2020-11-08,94236,46602,723
2020-11-09,95355,51728,732
2020-11-10,96907,53360,749
2020-11-11,98829,54869,763
2020-11-12,100703,55706,775
